"Practice Name","Phone","Address","Owner Name","Language","Status","Last Contact","Notes","Assigned To","Owner Title","Vertical","Lead Score","Company LinkedIn","Owner LinkedIn","Owner Email Status","Founded Year"
"VIV Wellness","(844) 848-5893","Texas","","English","new","","Score 6/10 | apollo:66c4d6c067a22901b4d37e34","","","medspa","6","http://www.linkedin.com/company/vivwellness","","","2023"
"Enlightenmd","(214) 964-0860","Texas","Kari Fe**n","English","new","","Score 7/10 | apollo:57c4b964a6da983736d96152","","Enlighten MD Founder and CEO","medspa","7","http://www.linkedin.com/company/enlighten-md","","verified","2004"
"360MD","(512) 582-2388","Texas","","English","new","","Score 6/10 | apollo:61ad7241b2eed20001725f21","","","medspa","6","http://www.linkedin.com/company/austin360md","","","2021"
"Specialty Care Clinics","(469) 709-1948","Texas","","English","new","","Score 6/10 | apollo:60b219dfc2200d0001811a1d","","","medspa","6","http://www.linkedin.com/company/specialtycareclinics","","","2021"
"Yeung Institute","(713) 795-4885","Texas","Cecil Ye**g","English","new","","Score 7/10 | apollo:54a26d1f7468693cdd022922","","Owner","medspa","7","http://www.linkedin.com/company/yeung-institute","","verified","1992"
"Advanced Facial Plastic Surgery Center","(972) 774-1777","Texas","","English","new","","Score 5/10 | apollo:5a9d2e69a6da98d977f2532b","","","medspa","5","http://www.linkedin.com/company/advancedfacialplastic","","",""
"Science of Skin Summit","(971) 405-1111","Texas","","English","new","","Score 6/10 | apollo:6127083b51f57e0001623dc1","","","medspa","6","http://www.linkedin.com/company/science-of-skin-summit","","","2021"
"""Camellia Alise, LLC""","(832) 384-4608","Texas","Lyndsey Br**y","English","new","","Score 8/10 | apollo:5b14aceea6da9870fa3dfc5a","","CEO","medspa","8","http://www.linkedin.com/company/camellia-alise-llc","","verified","2016"
"Abbate Aesthetics & Wellness","(972) 292-7258","Texas","","English","new","","Score 6/10 | apollo:636f7387d9863100013cb4cc","","","medspa","6","http://www.linkedin.com/company/abbate-aesthetics-&-wellness","","","2012"
"TOTAL Diversity Clinical Trial Management","(214) 855-1222","Texas","","English","new","","Score 6/10 | apollo:54a1b71e7468695475625c0a","","","medspa","6","http://www.linkedin.com/company/total-clinical-trial-management","","","2013"
"Balcones Dermatology and Aesthetics,balconesdermatology.com","","Texas","""Owner & Medical","English","new","","Score 7/10 | apollo:5a9ef0dca6da98d977fe5797","","Surgical and Cosmetic Dermatologist""","medspa","7","David Bu**e","","verified",""
"Corganics®,corganics.com","","Texas","""Co-Founder","English","new","","Score 8/10 | apollo:5ed74c6fc486fc0001fb688a","","Chairman & CEO""","medspa","8","Chad Co**s","","verified",""
"""Kevin R. Hanz, MD, Aesthetic Plastic Surgery""","(469) 471-9501","Texas","","English","new","","Score 5/10 | apollo:636c943106334700010e1b66","","","medspa","5","http://www.linkedin.com/company/hanz-aesthetic-plastic-surgery","","",""
"Evolution of Her Beauty","(469) 708-3954","Texas","","English","new","","Score 5/10 | apollo:61a47a482e4c6600a4b153d3","","","medspa","5","http://www.linkedin.com/company/evolution-of-her-beauty","","",""
"The American Association of Aesthetic Medicine and Surgery (AAAMS)","(310) 274-9955","California","","English","new","","Score 5/10 | apollo:556d287c73696411b622a400","","","medspa","5","http://www.linkedin.com/company/the-american-association-of-aesthetic-medicine-&-surgery","","","2006"
"Dentox: Botox Training","(858) 550-9533","California","Howard Ka**z","English","new","","Score 7/10 | apollo:5e5682648284a80001db77c5","","Owner","medspa","7","http://www.linkedin.com/company/dentox-botox-training","","verified","1990"
"YouthFill MD Med Spa","(310) 276-1080","California","","English","new","","Score 5/10 | apollo:5fcb2c2a09dc090001449c1b","","","medspa","5","http://www.linkedin.com/company/youthfill-md","","",""
"Best Self Aesthetics","(858) 788-7989","California","","English","new","","Score 6/10 | apollo:622bc3533a089100a5560a0a","","","medspa","6","http://www.linkedin.com/company/bestselfaesthetics","","","2020"
"Laser Clinique","(888) 406-4801","California","Alexander At**i","English","new","","Score 7/10 | apollo:54a1e0dd7468694f8f43e515","","Owner","medspa","7","http://www.linkedin.com/company/laser-clinique","","unverified","2005"
"Prospera Internal Medicine & Aesthetics","(619) 206-4232","California","","English","new","","Score 5/10 | apollo:6731245b471d660001bd5e93","","","medspa","5","http://www.linkedin.com/company/prospera-internal-medicine-aesthetics","","",""
"Blue Medical Spa","(818) 783-3600","California","Ronda Ha**l","English","new","","Score 7/10 | apollo:5d34175aa3ae61b5b2f00335","","Owner","medspa","7","http://www.linkedin.com/company/bluemedicalspa","","verified","1999"
"Pretty Please Aesthetics,prettypleaseaesthetics.com","","California","""Co-Founder","English","new","","Score 8/10 | apollo:5e559c7f2a36b80001d64ea5","","CEO""","medspa","8","Kathryn Pa**C","","unverified",""
"Aesthetic Training Academy","","California","","English","new","","Score 5/10 | apollo:67443c1689c38d000173b739","","","medspa","5","http://www.linkedin.com/company/aesthetictrainingacademy","","",""
"United Aesthetics Alliance","","California","","English","new","","Score 6/10 | apollo:678cd6cbb798fc000122a7c4","","","medspa","6","http://www.linkedin.com/company/united-aesthetics-alliance","","","2023"
"ALCHEMĒ Health","(858) 299-4990","California","Tracy Yo**r","English","new","","Score 8/10 | apollo:5b146baca6da987119597038","","Ceo/founder","medspa","8","http://www.linkedin.com/company/alchemehealth","","verified","2017"
"Illuminate Plastic Surgery","(408) 369-9300","California","David Bo**t","English","new","","Score 8/10 | apollo:68f004349b917a00157255d3","","Owner","medspa","8","http://www.linkedin.com/company/illuminate-plastic-surgery","","verified","2015"
"The Aesthetics Advantage","","California","","English","new","","Score 6/10 | apollo:64bf9c7e87626f00019aaa9c","","","medspa","6","http://www.linkedin.com/company/the-aesthetics-advantage","","","2016"
"AVICENNA MEDICAL CLINIC","(818) 452-5534","California","","English","new","","Score 6/10 | apollo:67157f27b726280001028e85","","","medspa","6","http://www.linkedin.com/company/avicenna-medical-clinic","","","2015"
"Los Feliz Med Spa","(323) 664-0186","California","Michele Wa**e","English","new","","Score 7/10 | apollo:54a1341669702d352f921d00","","Founder","medspa","7","http://www.linkedin.com/company/the-los-feliz-medspa","","unverified","2006"
"MDS Medical Spa","(855) 532-8633","California","","English","new","","Score 5/10 | apollo:57c4ccd3a6da986a1f180d88","","","medspa","5","http://www.linkedin.com/company/mds-medical-spa","","","2005"
"B Medical Spa & Wellness Center","(619) 890-9985","California","Nadine Ha**d","English","new","","Score 7/10 | apollo:55f8156af3e5bb6a57003b32","","Medical Director and Owner","medspa","7","http://www.linkedin.com/company/b-medical-spa","","verified","2006"
"My Botox LA Med Spa","(818) 850-3345","California","","English","new","","Score 6/10 | apollo:604a5256179fa40001b0d31b","","","medspa","6","http://www.linkedin.com/company/mybotox-la","","","2011"
"Siti Med Spa","(619) 717-8484","California","","English","new","","Score 6/10 | apollo:55f64609f3e5bb191a00a0c6","","","medspa","6","http://www.linkedin.com/company/siti-med-spa","","","2010"
"Total Body Aesthetic","(310) 670-1920","California","Jennifer Ta**a","English","new","","Score 8/10 | apollo:63a7519202ccb000e5bed133","","Owner","medspa","8","http://www.linkedin.com/company/total-body-aesthetics","","verified","2022"
"Nür Aesthetics Club","(408) 356-5700","California","","English","new","","Score 6/10 | apollo:6547a1efcb6ad7000175de8c","","","medspa","6","http://www.linkedin.com/company/n%c3%bcr-aesthetics-club","","","2020"
"Harmony Aesthetics Center","(424) 372-9088","California","Melanie Ab**a","English","new","","Score 8/10 | apollo:64f4265f0417df000181da5c","","Nurse Practitioner Founder and CEO","medspa","8","http://www.linkedin.com/company/harmony-aesthetics-center","","verified","2019"
"Aesthetic Exclusive","","California","","English","new","","Score 5/10 | apollo:6049d595a18bda00e2870700","","","medspa","5","http://www.linkedin.com/company/aesthetic-exclusive","","","2007"
"Ma Maison de Beaute: Medical Spa","(310) 385-0643","California","","English","new","","Score 5/10 | apollo:5e55fd7efcbbe40001770b06","","","medspa","5","http://www.linkedin.com/company/ma-maison-de-beaute-medical-spa","","","2005"
"Modern Aesthetics Medical Spa,modernaestheticsmed.com,http://www.modernaestheticsmed.com","California","2023","CEO","English","new","","Score 8/10 | apollo:6473c71debc6b100011cefa3","","Master Aesthetic Injector""","medspa","8","""Founder","","verified",""
"Viva Wellness Drip","(323) 400-0372","California","Sandra Me**o","English","new","","Score 8/10 | apollo:62d53cd4ba5f8b00ca8a87ce","","Co-Founder & CEO","medspa","8","http://www.linkedin.com/company/vivawellnessdrip","","verified","2022"
"Beauty Park Medical Spa","(310) 587-3502","California","Anca Tc**i","English","new","","Score 7/10 | apollo:54a1354469702d48e28c7500","","Owner","medspa","7","http://www.linkedin.com/company/beauty-park","","unverified","2009"
"Dermatology Research Associates","(310) 337-7171","California","","English","new","","Score 5/10 | apollo:5e58204a05426d000145cfcc","","","medspa","5","http://www.linkedin.com/company/dermatology-research-associates","","","1985"
"Neu Look Med Spa & Skin Center","(858) 538-5665","California","Gita Iz**i","English","new","","Score 7/10 | apollo:5e57a1210f6c5100016d9388","","Founder","medspa","7","http://www.linkedin.com/company/neu-look-med-spa-skin-center","","verified","2003"
"Torrey Pines Dermatology & Laser Center","(858) 362-8800","California","Kristen Ri**s","English","new","","Score 7/10 | apollo:54a1270769702d95484e5700","","CEO Torrey Pines Dermatology & Laser Center","medspa","7","http://www.linkedin.com/company/torrey-pines-dermatology","","verified","2001"
"Enliven Aesthetics","(858) 609-0866","California","","English","new","","Score 6/10 | apollo:6469f3efd3090c0001d5cff4","","","medspa","6","http://www.linkedin.com/company/enliven-aesthetics","","","2019"
"Sports MedSpa","(619) 630-9227","California","","English","new","","Score 6/10 | apollo:65e2c1c690276e0001f5ff6d","","","medspa","6","http://www.linkedin.com/company/sportsmedspa","","","2021"
"Pacific Beach Med Spa","(858) 240-7097","California","","English","new","","Score 6/10 | apollo:654b6dd64ff1c50001aa73ec","","","medspa","6","http://www.linkedin.com/company/pacific-beach-med-spa-and-medical-school-admissions-mentoring","","","2017"
"""Rebecca Fitzgerald, MD Inc""","(323) 464-8046","California","","English","new","","Score 5/10 | apollo:54a1292169702d979cfa8501","","","medspa","5","http://www.linkedin.com/company/rebecca-fitzgerald-md-inc","","",""
"Facial Cosmetic Surgery Associates","","California","","English","new","","Score 5/10 | apollo:65c8adb108eb0a0001442a2c","","","medspa","5","http://www.linkedin.com/company/facial-cosmetic-surgery-associates","","","2000"
"Mystique Medical Spa","(559) 447-5273","California","","English","new","","Score 5/10 | apollo:5ed9a80cb3d4e700014c35b8","","","medspa","5","http://www.linkedin.com/company/mystique-medical-spa","","","2008"
"iThriveBeauty","(858) 333-6122","California","","English","new","","Score 5/10 | apollo:63bbba92b8dd4f0001cf4ac2","","","medspa","5","http://www.linkedin.com/company/ithrivebeauty","","",""
"BioPharmX","(650) 889-5020","California","","English","new","","Score 6/10 | apollo:54a11df469702d8aa1f32701","","","medspa","6","http://www.linkedin.com/company/biopharmx-inc-","","","2011"
"Rani V Ramachandran","(408) 294-2399","California","","English","new","","Score 6/10 | apollo:5f3f4dcedfecbe00018a3151","","","medspa","6","http://www.linkedin.com/company/rani-v-ramachandran","","","2012"
"Laser & Skin Surgery Center Of Northern California","(916) 456-0400","California","","English","new","","Score 5/10 | apollo:5db0ab25bdeb7200018db890","","","medspa","5","http://www.linkedin.com/company/laser&skinsuregrycenterofnortherncalifornia","","",""
"Eros Beauty and Wellness","(619) 481-4651","California","","English","new","","Score 5/10 | apollo:6728b67862f46c0001d6cff1","","","medspa","5","http://www.linkedin.com/company/eros-beauty-and-wellness","","",""
"Brandish Clinic","(858) 587-7067","California","","English","new","","Score 5/10 | apollo:61622ebcf0a8ac0001d72831","","","medspa","5","http://www.linkedin.com/company/brandishclinic","","","2003"
"Excel Medicine","(669) 333-9995","California","","English","new","","Score 6/10 | apollo:56d5373ff3e5bb1baa000364","","","medspa","6","http://www.linkedin.com/company/excelmedicine","","","2015"
"Karma Relaxation Spa","(619) 299-9888","California","Jing Sun","English","new","","Score 7/10 | apollo:54a11e4269702d88c49f4501","","Owner","medspa","7","http://www.linkedin.com/company/karma-relaxation-spa","","verified","2009"
"Aesthetic Brokers","(619) 742-0310","California","Bill Wa**r","English","new","","Score 7/10 | apollo:65ab5ecc90900f000112cbee","","Founder & Chief Executive Officer","medspa","7","http://www.linkedin.com/company/aesthetic-brokers","","verified",""
"Roy David MD Plastic Surgery and Medical Spa","(858) 658-0595","California","","English","new","","Score 5/10 | apollo:66126ba48a8d13000606c770","","","medspa","5","http://www.linkedin.com/company/roydavidmd","","",""
"La Jolla Dermatology & Laser Surgery Center,lajollalaserderm.com","","California","""Dermatologist","English","new","","Score 8/10 | apollo:5e57288e82d7d60001fe2452","","Owner""","medspa","8","Azadeh Fa**d","","unverified",""
"Nuey","(949) 514-8365","California","","English","new","","Score 5/10 | apollo:66baa2a764742702d0339258","","","medspa","5","http://www.linkedin.com/company/nuey-aesthetics","","",""
"Oncology Aesthetics & Wellness","(424) 288-4969","California","Deborah Mc**l","English","new","","Score 8/10 | apollo:556de020736964125810ad01","","Founder","medspa","8","http://www.linkedin.com/company/hair-with-a-cause","","verified","2017"
"Pure Touch Skin Center","(818) 986-1077","California","","English","new","","Score 6/10 | apollo:64255973e6c3a400d8a43d21","","","medspa","6","http://www.linkedin.com/company/pure-touch-skin-center","","","2016"
"""SKY Facial Plastic Surgery, Inc.""","(858) 381-4801","California","","English","new","","Score 6/10 | apollo:54a11cec69702da10f68dd00","","","medspa","6","http://www.linkedin.com/company/sky-facial-plastic-surgery-inc-","","","2010"
"The Beauty Concierge MD","(619) 349-4909","California","","English","new","","Score 5/10 | apollo:66bf1f19b7b01e0561b5d030","","","medspa","5","http://www.linkedin.com/company/the-beauty-concierge-md","","",""
"Atossa Medical Spa","(858) 282-6722","California","","English","new","","Score 6/10 | apollo:5e55fb69c786930001b8221a","","","medspa","6","http://www.linkedin.com/company/atossa-medical-spa","","","2018"
"La Jolla Plastic Surgery and Dermatology","(858) 500-1116","California","","English","new","","Score 5/10 | apollo:5e57598142a703000193eddc","","","medspa","5","http://www.linkedin.com/company/lajollaskin","","","1980"
"Kiss Me Med Spa","(559) 838-0500","California","","English","new","","Score 5/10 | apollo:5500c44a73696417894d4a00","","","medspa","5","http://www.linkedin.com/company/kiss-me-ci","","",""
"Skinpeccable Dermatology & Lasers","(310) 979-7546","California","","English","new","","Score 5/10 | apollo:57c4995ba6da9832dbc13dfa","","","medspa","5","http://www.linkedin.com/company/skinpeccable-dermatology-&-lasers","","","2005"
"LIVV Natural Health","(619) 840-6700","California","Jason Ph**n","English","new","","Score 8/10 | apollo:56d38236f3e5bb2279000c0b","","CEO","medspa","8","http://www.linkedin.com/company/livv-natural-health","","verified","2016"
"Aesthetics Inc.","(619) 683-7500","California","","English","new","","Score 5/10 | apollo:5a9d5978a6da98d977f347f9","","","medspa","5","http://www.linkedin.com/company/aestheticsincsd","","","1980"
"Revo Med Spa Inc","","California","","English","new","","Score 6/10 | apollo:66543a30383746034765b6c1","","","medspa","6","http://www.linkedin.com/company/revomedspainc","","","2021"
"Changes Plastic Surgery & Spa","(858) 720-1440","California","","English","new","","Score 5/10 | apollo:5d0a915780f93e8b9c2b5598","","","medspa","5","http://www.linkedin.com/company/changesplasticsurgery.com","","","1994"
"""Bradley J Friedman, MD - Great Skin""","(310) 268-2288","California","Bradley Fr**n","English","new","","Score 7/10 | apollo:615e655b09127c00016a4840","","Chief Executive Officer","medspa","7","http://www.linkedin.com/company/bradley-j-friedman-md-great-skin","","unverified",""
"KIT Wellness and Aesthetics","","California","Samantha We**r","English","new","","Score 8/10 | apollo:63328ff2d7f84200cbc7cdf2","","Business Owner/Aesthetic Nurse Practitioner","medspa","8","http://www.linkedin.com/company/kit-wellness-and-aesthetics","","unverified","2022"
"Restore SD Plastic Surgery","(858) 224-2281","California","","English","new","","Score 6/10 | apollo:5f48a73278ee560001f1411b","","","medspa","6","http://www.linkedin.com/company/restore-sd","","","2018"
"Lanoi Medical Group","(858) 900-2747","California","","English","new","","Score 6/10 | apollo:5e5682bb4636bd00014caddd","","","medspa","6","http://www.linkedin.com/company/lanoi-cosmetic-dermatology","","","2018"
"Allure Medical Spa","(559) 570-2835","California","","English","new","","Score 6/10 | apollo:66389c64b451f0030212dbb5","","","medspa","6","http://www.linkedin.com/company/allure-medical-spa-fresno","","","2021"
"MDR Aesthetics","(888) 637-3003","California","","English","new","","Score 6/10 | apollo:5d36850180f93ee8acde1209","","","medspa","6","http://www.linkedin.com/company/mdraesthetics","","","2015"
"Pacific Dermatology & Cosmetic Laser Center","(858) 535-1400","California","Douglas Ke**l","English","new","","Score 8/10 | apollo:5f48690560f822000110aab2","","Owner","medspa","8","http://www.linkedin.com/company/pacific-dermatology-&-cosmetic-laser-center","","verified","2010"
"MedSpa.com","(765) 497-1655","New York","","English","new","","Score 3/10 | apollo:5da6eb17bddb8300019b12b8","","","medspa","3","http://www.linkedin.com/company/medspadotcom","","","2021"
"Renew Aesthetics & Medical Spa","(716) 445-8371","New York","Marta Pa**l","English","new","","Score 4/10 | apollo:636f985d117a3e00cc006c31","","Founder","medspa","4","http://www.linkedin.com/company/halo-aesthetics-medical-spa","","verified",""
"Clinique YFT","(212) 255-8023","New York","","English","new","","Score 2/10 | apollo:54a129b069702d979c58cb01","","","medspa","2","http://www.linkedin.com/company/clinique-yft","","","2009"
"Q the Medical Spa","(585) 244-1010","New York","","English","new","","Score 2/10 | apollo:61ec99cea89b4e0001f9008e","","","medspa","2","http://www.linkedin.com/company/qmedspa","","",""
"Helendale Dermatology and Medical Spa","(585) 266-5420","New York","Elizabeth Ar**r","English","new","","Score 4/10 | apollo:54a276317468693cdd01d924","","Physician/Owner","medspa","4","http://www.linkedin.com/company/helendale-dermatology-and-medical-spa","","unverified",""
"Lushful Aesthetics","(917) 277-3398","New York","","English","new","","Score 3/10 | apollo:63f59f8a83bf790001ddaaae","","","medspa","3","http://www.linkedin.com/company/lushful-aesthetics","","","2021"
"Ora Aesthetics","(585) 347-6100","New York","Rebecca Br**n","English","new","","Score 5/10 | apollo:5b864840f874f75770005948","","Owner/CEO","medspa","5","http://www.linkedin.com/company/inclusionspa","","unverified","2018"
"LC Medical Spa","(929) 565-7539","New York","","English","new","","Score 2/10 | apollo:62b6f34926cc7d00a3a719a4","","","medspa","2","http://www.linkedin.com/company/lc-medical-spa","","",""
"Idriss Dermatology","(212) 612-1520","New York","Shereene Id**s","English","new","","Score 5/10 | apollo:61ec1438d497a600014d0d16","","Founder and Medical Director","medspa","5","http://www.linkedin.com/company/idriss-dermatology","","unverified","2021"
"Aion Aesthetics","(917) 436-9654","New York","","English","new","","Score 3/10 | apollo:6161e2d8dda67f0001c24008","","","medspa","3","http://www.linkedin.com/company/aionnyc","","","2021"
"Skin Solutions Collective - Previously Park Avenue Skin Solutions","(212) 417-0002","New York","","English","new","","Score 2/10 | apollo:5e55a1038184b40001fd7f35","","","medspa","2","http://www.linkedin.com/company/skinsolutionsco","","","2009"
"Buffalo Aesthetics","(716) 428-3998","New York","","English","new","","Score 3/10 | apollo:63760698b681880001e193c5","","","medspa","3","http://www.linkedin.com/company/buffalo-aesthetics","","","2016"
"North Shore Medical Spa","(516) 441-5110","New York","","English","new","","Score 3/10 | apollo:54a266767468693fdaef2820","","","medspa","3","http://www.linkedin.com/company/north-shore-medical-spa","","","2011"
"NYLO Aesthetics","(800) 953-5150","New York","Ari Ma**m","English","new","","Score 5/10 | apollo:5500bfed736964611d103400","","Founder & Chief Revenue Officer","medspa","5","http://www.linkedin.com/company/nyloaesthetics1","","verified","2014"
"Rejuvn8 Aesthetics","(315) 932-6869","New York","Ryan Mc**y","English","new","","Score 4/10 | apollo:5da3f275bdfc4e0001a940ef","","Owner & Nurse Practitioner","medspa","4","http://www.linkedin.com/company/rejuvn8","","verified",""
"PFRANKMD by Dr. Paul Jarrod Frank","(212) 327-2919","New York","Paul Fr**k","English","new","","Score 4/10 | apollo:5e58cf610c93240001c49525","","Founder","medspa","4","http://www.linkedin.com/company/pfrankmd","","unverified","2000"
"TimeLyss","(917) 581-1957","New York","","English","new","","Score 3/10 | apollo:678c86cb320fdb0001fdee27","","","medspa","3","http://www.linkedin.com/company/timelyss","","","2024"
"Elite Aesthetics","(212) 647-1930","New York","Mariesa Po**r","English","new","","Score 5/10 | apollo:66ae8ef8581a970001aec08c","","Owner","medspa","5","http://www.linkedin.com/company/elite-aesthetics-nyc","","verified","2017"
"Skincerely Rockland Med Spa","(845) 358-8878","New York","","English","new","","Score 2/10 | apollo:5e578784fefac20001600da1","","","medspa","2","http://www.linkedin.com/company/skincerely-rockland-med-spa","","","2007"
"Luminescence Aesthetics","(716) 800-1916","New York","","English","new","","Score 3/10 | apollo:6128582b1d65560001f8dbad","","","medspa","3","http://www.linkedin.com/company/luminescence-aesthetics","","","2021"
"Aisla Aesthetics","(929) 266-9520","New York","","English","new","","Score 3/10 | apollo:683e90f66947e90001bb745e","","","medspa","3","http://www.linkedin.com/company/aisla-aesthetics","","","2025"
"Park Avenue Medical Spa","(914) 730-3333","New York","Anca Tc**i","English","new","","Score 4/10 | apollo:54fca43b7369647f947f2500","","Owner","medspa","4","http://www.linkedin.com/company/park-avenue-medical-spa","","unverified","2004"
"SoVous","(212) 575-1457","New York","","English","new","","Score 3/10 | apollo:55ea5582f3e5bb5928002fd7","","","medspa","3","http://www.linkedin.com/company/sovous","","","2015"
"Renew Esthetics MediSPA","(917) 524-0714","New York","","English","new","","Score 2/10 | apollo:5500af507369642def290200","","","medspa","2","http://www.linkedin.com/company/renew-esthetics-medispa","","","2007"
"Envision Eye & Aesthetics","(585) 444-3937","New York","","English","new","","Score 3/10 | apollo:55e90fbbf3e5bb6f8b0003a5","","","medspa","3","http://www.linkedin.com/company/envision-eye-&-aesthetics","","","2015"
"Sublyme Aesthetics and Wellness","(845) 202-3387","New York","Samantha We**r","English","new","","Score 5/10 | apollo:67a1c908cd1ed401b098f95a","","Business Owner/Aesthetic Nurse Practitioner","medspa","5","http://www.linkedin.com/company/sublyme-aesthetics-and-wellness","","unverified","2024"
"Telo Labs","(917) 813-0202","New York","","English","new","","Score 3/10 | apollo:66377bb78ae95501c7a07583","","","medspa","3","http://www.linkedin.com/company/telo-labs","","","2023"
"Dr. Kirchner Consulting: Medical Aesthetics Marketing","","New York","","English","new","","Score 3/10 | apollo:5d3545fa80f93e2be493b19a","","","medspa","3","http://www.linkedin.com/company/dr-kirchner-consulting-medical-aesthetics-marketing","","","2014"
"Aethos","(212) 520-1129","New York","David Ra**t","English","new","","Score 5/10 | apollo:64d322124f211300d05f76ac","","Founder","medspa","5","http://www.linkedin.com/company/aethosnyc","","verified","2022"
"Tribeca MedSpa","(480) 892-8025","New York","Olivia M","English","new","","Score 4/10 | apollo:6028922a27c5cc00a4f4fb7c","","Chief Executive Officer","medspa","4","http://www.linkedin.com/company/tribeca-medspa-nyc","","verified","2006"
"Western New York Dermatology","(716) 831-2600","New York","","English","new","","Score 2/10 | apollo:66493febdfc6300001f286f1","","","medspa","2","http://www.linkedin.com/company/wnyderm","","",""
"Christina Nalbone Aesthetics","","New York","","English","new","","Score 3/10 | apollo:67d8f70c985ee000012fa719","","","medspa","3","http://www.linkedin.com/company/christina-nalbone","","","2024"
"Monroe MedSpa","(585) 357-0229","New York","","English","new","","Score 3/10 | apollo:5f400cc40106b70001c4e6ed","","","medspa","3","http://www.linkedin.com/company/monroe-medspa","","","2018"
"Skinly Aesthetics","(212) 774-4264","New York","","English","new","","Score 3/10 | apollo:62f4539f02148d00cb41b714","","","medspa","3","http://www.linkedin.com/company/skinlyaesthetics","","","2015"
"Russak Dermatology Clinic","(646) 873-7546","New York","","English","new","","Score 3/10 | apollo:55f791d8f3e5bb1594001621","","","medspa","3","http://www.linkedin.com/company/russak-dermatology-clinic","","","2013"
"Johar Mediclinic","(212) 371-8460","New York","","English","new","","Score 3/10 | apollo:683a8f1781bdb30001c1f637","","","medspa","3","http://www.linkedin.com/company/johar-mediclinic","","","2019"
"""Wendy Lewis & Co Ltd, Strategic Global Aesthetics Consultancy""","(212) 861-6148","New York","","English","new","","Score 2/10 | apollo:54a12afe69702d979cca6802","","","medspa","2","http://www.linkedin.com/company/wendylewisco","","","1997"
"Contour Medical Aesthetics","(914) 886-5633","New York","Nicole Ne**h","English","new","","Score 5/10 | apollo:6882080c2d37c8000d3cfc21","","Medical Director / Co-Owner","medspa","5","http://www.linkedin.com/company/contour-medical-aesthetics","","verified","2023"
"Manhattan Aesthetics","(212) 960-8172","New York","Craig Pe**n","English","new","","Score 5/10 | apollo:5b153877a6da987120e4202f","","Founder/President","medspa","5","http://www.linkedin.com/company/manhattan-aesthetics","","unverified","2017"
"Aesthetic Gynecology Specialists of WNY","(315) 569-4208","New York","","English","new","","Score 2/10 | apollo:57c4d958a6da986ad696b206","","","medspa","2","http://www.linkedin.com/company/aesthetic-gynecology-specialists-of-wny","","",""
"Athena Aesthetics","(312) 927-6090","New York","Ria Go**l","English","new","","Score 4/10 | apollo:64fb5b63ecee2600baf95bd5","","Founder & Managing Partner","medspa","4","http://www.linkedin.com/company/athenaaesthetics","","verified",""
"JUVA Skin & Laser Center","(212) 688-5882","New York","","English","new","","Score 2/10 | apollo:5da680c0d84d9e0001aceace","","","medspa","2","http://www.linkedin.com/company/juvaskinandlasercenter","","","1999"
"Cosmetic & Laser Medispa at Center For Sight","(315) 523-4503","New York","","English","new","","Score 3/10 | apollo:54a139b969702d0486bb6900","","","medspa","3","http://www.linkedin.com/company/cosmetic-&-laser-medispa-at-center-for-sight","","","2011"
"Trifecta Med Spa","(800) 757-4026","New York","","English","new","","Score 3/10 | apollo:54fca4427369647fda842600","","","medspa","3","http://www.linkedin.com/company/trifecta-med-spa","","","2013"
"Anand Medical Spa","(646) 653-9693","New York","","English","new","","Score 2/10 | apollo:54fca53b7369640171e72b00","","","medspa","2","http://www.linkedin.com/company/anand-medical-spa","","",""
"Kassir Plastic Surgery","(973) 692-9300","New York","","English","new","","Score 2/10 | apollo:6780df9aba235701b0ef84ee","","","medspa","2","http://www.linkedin.com/company/kassir-plastic-surgery","","","1997"
"Aesthetics Brands","(212) 401-6213","New York","","English","new","","Score 3/10 | apollo:63b884f417068800a34d62a3","","","medspa","3","http://www.linkedin.com/company/aestheticsbrands","","","2011"
"Thrive Wellness and Aesthetics,thrivewellnow.com","","New York","""Founder","Bilingual","new","","Score 5/10 | apollo:66381f64faaf4d0001fdcf5a","","Nurse Practitioner""","medspa","5","Dana Pr**o","","verified",""
"Stay Ageless Clinic","(516) 924-4153","New York","","English","new","","Score 3/10 | apollo:655196e8494ddc0001f686b8","","","medspa","3","http://www.linkedin.com/company/stay-ageless-health-clinic","","","2022"
"GOLDMAN DERMATOLOGY PLLC,goldmandermatology.com","","New York","""Founder","Bilingual","new","","Score 4/10 | apollo:665ac948105a4700011b06f9","","Principal""","medspa","4","Barry Go**n","","verified",""
"Aspire Medical Aesthetics","(914) 875-3088","New York","","English","new","","Score 2/10 | apollo:67d8fa336b2b110001694397","","","medspa","2","http://www.linkedin.com/company/aspire-medical-aesthetics","","",""
"TMB Cosmetic Surgery","(614) 921-7546","New York","","English","new","","Score 2/10 | apollo:66f50649e7c7050001810b3c","","","medspa","2","http://www.linkedin.com/company/tmb-cosmetic-surgery","","",""
"Mirza Aesthetics","(973) 493-7607","New York","","English","new","","Score 3/10 | apollo:556ceddb736964123dc05500","","","medspa","3","http://www.linkedin.com/company/doctoravailable","","","2013"
"Manhattan Aesthetic Surgery","(917) 703-7069","New York","","English","new","","Score 2/10 | apollo:54a1295f69702d8cfc6cc901","","","medspa","2","http://www.linkedin.com/company/manhattan-aesthetic-surgery","","",""
